run_id,ncbi_taxon_id,taxon_rank_level,relative_abundance,name,lineage,CDF,,,,,,,,,,
SRR5936079,186806,family,0.0018,Eubacteriaceae,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Clostridia__186801,o__Eubacteriales__186802,f__Eubacteriaceae__186806,0.270795163063393,,,,
SRR5936079,1776391,species,0.0001,Romboutsia timonensis,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Clostridia__186801,o__Peptostreptococcales__3082720,f__Peptostreptococcaceae__186804,g__Romboutsia__1501226,s__Romboutsia timonensis__1776391,0.739831440087879,,
SRR5936079,1501226,genus,0.0001,Romboutsia,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Clostridia__186801,o__Peptostreptococcales__3082720,f__Peptostreptococcaceae__186804,g__Romboutsia__1501226,0.732869182850797,,,
SRR5936079,186804,family,0.0029999999999999,Peptostreptococcaceae,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Clostridia__186801,o__Peptostreptococcales__3082720,f__Peptostreptococcaceae__186804,0.962806888970222,,,,
SRR5936079,3082720,order,0.0029999999999999,Peptostreptococcales,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Clostridia__186801,o__Peptostreptococcales__3082720,0.958226456577405,,,,,
SRR5936079,445973,strain,0.0029,Intestinibacter bartlettii DSM 16795,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Clostridia__186801,o__Peptostreptococcales__3082720,f__Peptostreptococcaceae__186804,g__Intestinibacter__1505657,s__Intestinibacter bartlettii__261299,st__Intestinibacter bartlettii DSM 16795__445973,0.985525833638596,
SRR5936079,261299,species,0.0029,Intestinibacter bartlettii,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Clostridia__186801,o__Peptostreptococcales__3082720,f__Peptostreptococcaceae__186804,g__Intestinibacter__1505657,s__Intestinibacter bartlettii__261299,0.984060095272895,,
SRR5936079,1505657,genus,0.0029,Intestinibacter,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Clostridia__186801,o__Peptostreptococcales__3082720,f__Peptostreptococcaceae__186804,g__Intestinibacter__1505657,0.984060095272895,,,
SRR5936079,2015901,species,0.0063,Massilicoli timonensis,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Erysipelotrichia__526524,o__Erysipelotrichales__526525,f__Erysipelotrichaceae__128827,g__Massilicoli__2683202,s__Massilicoli timonensis__2015901,0.998237672310198,,
SRR5936079,2683202,genus,0.0063,Massilicoli,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Erysipelotrichia__526524,o__Erysipelotrichales__526525,f__Erysipelotrichaceae__128827,g__Massilicoli__2683202,0.998237672310198,,,
SRR5936079,128827,family,0.0187,Erysipelotrichaceae,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Erysipelotrichia__526524,o__Erysipelotrichales__526525,f__Erysipelotrichaceae__128827,0.984139030787648,,,,
SRR5936079,526525,order,0.0282,Erysipelotrichales,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Erysipelotrichia__526524,o__Erysipelotrichales__526525,0.973394867934895,,,,,
SRR5936079,526524,class,0.0282,Erysipelotrichia,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Erysipelotrichia__526524,0.973394867934895,,,,,,
SRR5936079,1776392,species,0.0006,Massilimicrobiota timonensis,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Erysipelotrichia__526524,o__Erysipelotrichales__526525,f__Erysipelotrichaceae__128827,g__Massilimicrobiota__1924110,s__Massilimicrobiota timonensis__1776392,0.992671308171391,,
SRR5936079,1924110,genus,0.0006,Massilimicrobiota,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Erysipelotrichia__526524,o__Erysipelotrichales__526525,f__Erysipelotrichaceae__128827,g__Massilimicrobiota__1924110,0.992671308171391,,,
SRR5936079,469614,species,0.0079,Erysipelotrichaceae bacterium 6_1_45,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Erysipelotrichia__526524,o__Erysipelotrichales__526525,f__Erysipelotrichaceae__128827,n__unclassified Erysipelotrichaceae__544447,s__Erysipelotrichaceae bacterium 6_1_45__469614,0.992953180934026,,
SRR5936079,544447,no rank,0.0118,unclassified Erysipelotrichaceae,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Erysipelotrichia__526524,o__Erysipelotrichales__526525,f__Erysipelotrichaceae__128827,n__unclassified Erysipelotrichaceae__544447,0.993037742762816,,,
SRR5936079,658657,species,0.0039,Erysipelotrichaceae bacterium 21_3,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Erysipelotrichia__526524,o__Erysipelotrichales__526525,f__Erysipelotrichaceae__128827,n__unclassified Erysipelotrichaceae__544447,s__Erysipelotrichaceae bacterium 21_3__658657,0.993679003297811,,
SRR5936079,999413,strain,0.0032,[Clostridium] innocuum 2959,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Erysipelotrichia__526524,o__Erysipelotrichales__526525,f__Coprobacillaceae__2810280,g__Thomasclavelia__3025755,s__[Clostridium] innocuum__1522,st__[Clostridium] innocuum 2959__999413,0.990505234535162,
SRR5936079,1522,species,0.0032,[Clostridium] innocuum,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Erysipelotrichia__526524,o__Erysipelotrichales__526525,f__Coprobacillaceae__2810280,g__Thomasclavelia__3025755,s__[Clostridium] innocuum__1522,0.988673061578035,,
SRR5936079,3025755,genus,0.0095,Thomasclavelia,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Erysipelotrichia__526524,o__Erysipelotrichales__526525,f__Coprobacillaceae__2810280,g__Thomasclavelia__3025755,0.988567021325516,,,
SRR5936079,2810280,family,0.0095,Coprobacillaceae,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Erysipelotrichia__526524,o__Erysipelotrichales__526525,f__Coprobacillaceae__2810280,0.951813851227461,,,,
SRR5936079,428126,strain,0.0008,Thomasclavelia spiroformis DSM 1552,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Erysipelotrichia__526524,o__Erysipelotrichales__526525,f__Coprobacillaceae__2810280,g__Thomasclavelia__3025755,s__Thomasclavelia spiroformis__29348,st__Thomasclavelia spiroformis DSM 1552__428126,0.988249333980271,
SRR5936079,29348,species,0.0008,Thomasclavelia spiroformis,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Erysipelotrichia__526524,o__Erysipelotrichales__526525,f__Coprobacillaceae__2810280,g__Thomasclavelia__3025755,s__Thomasclavelia spiroformis__29348,0.988249333980271,,
SRR5936079,1965571,species,0.0055,Erysipelatoclostridium sp. An173,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Erysipelotrichia__526524,o__Erysipelotrichales__526525,f__Coprobacillaceae__2810280,g__Thomasclavelia__3025755,n__unclassified Thomasclavelia__3025756,s__Erysipelatoclostridium sp. An173__1965571,0.999973741909984,
SRR5936079,3025756,no rank,0.0055,unclassified Thomasclavelia,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Erysipelotrichia__526524,o__Erysipelotrichales__526525,f__Coprobacillaceae__2810280,g__Thomasclavelia__3025755,n__unclassified Thomasclavelia__3025756,0.999968749410541,,
SRR5936079,1403949,strain,0.0731,Veillonella dispar DORA_11,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Negativicutes__909932,o__Veillonellales__1843489,f__Veillonellaceae__31977,g__Veillonella__29465,s__Veillonella dispar__39778,st__Veillonella dispar DORA_11__1403949,0.999879197387341,
SRR5936079,39778,species,0.0731,Veillonella dispar,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Negativicutes__909932,o__Veillonellales__1843489,f__Veillonellaceae__31977,g__Veillonella__29465,s__Veillonella dispar__39778,0.999879197387341,,
SRR5936079,29465,genus,0.2481,Veillonella,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Negativicutes__909932,o__Veillonellales__1843489,f__Veillonellaceae__31977,g__Veillonella__29465,0.998491808846166,,,
SRR5936079,31977,family,0.2481,Veillonellaceae,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Negativicutes__909932,o__Veillonellales__1843489,f__Veillonellaceae__31977,0.995862107844418,,,,
SRR5936079,1843489,order,0.2481,Veillonellales,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Negativicutes__909932,o__Veillonellales__1843489,0.995862107844418,,,,,
SRR5936079,909932,class,0.2481,Negativicutes,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Negativicutes__909932,0.991037648479464,,,,,,
SRR5936079,450749,species,0.0907,Veillonella sp. 6_1_27,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Negativicutes__909932,o__Veillonellales__1843489,f__Veillonellaceae__31977,g__Veillonella__29465,n__unclassified Veillonella__2630086,s__Veillonella sp. 6_1_27__450749,0.999828097462775,
SRR5936079,2630086,no rank,0.0907,unclassified Veillonella,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Negativicutes__909932,o__Veillonellales__1843489,f__Veillonellaceae__31977,g__Veillonella__29465,n__unclassified Veillonella__2630086,0.9992932597441,,
SRR5936079,768727,strain,0.0785,Veillonella parvula ACS-068-V-Sch12,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Negativicutes__909932,o__Veillonellales__1843489,f__Veillonellaceae__31977,g__Veillonella__29465,s__Veillonella parvula__29466,st__Veillonella parvula ACS-068-V-Sch12__768727,0.9999594495001,
SRR5936079,29466,species,0.0785,Veillonella parvula,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Negativicutes__909932,o__Veillonellales__1843489,f__Veillonellaceae__31977,g__Veillonella__29465,s__Veillonella parvula__29466,0.9999594495001,,
SRR5936079,1298595,strain,0.0044,Veillonella rogosae JCM 15642,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Negativicutes__909932,o__Veillonellales__1843489,f__Veillonellaceae__31977,g__Veillonella__29465,s__Veillonella rogosae__423477,st__Veillonella rogosae JCM 15642__1298595,0.99294613411496,
SRR5936079,423477,species,0.0044,Veillonella rogosae,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Negativicutes__909932,o__Veillonellales__1843489,f__Veillonellaceae__31977,g__Veillonella__29465,s__Veillonella rogosae__423477,0.99294613411496,,
SRR5936079,864569,strain,0.0001,Streptococcus equinus ATCC 700338,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Streptococcaceae__1300,g__Streptococcus__1301,s__Streptococcus equinus__1335,st__Streptococcus equinus ATCC 700338__864569,0.997831928667299,
SRR5936079,1335,species,0.0001,Streptococcus equinus,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Streptococcaceae__1300,g__Streptococcus__1301,s__Streptococcus equinus__1335,0.994941484976081,,
SRR5936079,1301,genus,0.002,Streptococcus,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Streptococcaceae__1300,g__Streptococcus__1301,0.674056430927023,,,
SRR5936079,1300,family,0.002,Streptococcaceae,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Streptococcaceae__1300,0.6636130450714,,,,
SRR5936079,186826,order,0.0021,Lactobacillales,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,0.382740930743847,,,,,
SRR5936079,91061,class,0.0021,Bacilli,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Bacilli__91061,0.358189813118346,,,,,,
SRR5936079,981540,strain,0.0003,Streptococcus pasteurianus ATCC 43144,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Streptococcaceae__1300,g__Streptococcus__1301,s__Streptococcus pasteurianus__197614,st__Streptococcus pasteurianus ATCC 43144__981540,0.988823744961424,
SRR5936079,197614,species,0.0003,Streptococcus pasteurianus,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Streptococcaceae__1300,g__Streptococcus__1301,s__Streptococcus pasteurianus__197614,0.98717478930001,,
SRR5936079,1415765,strain,0.0011,Streptococcus mitis 21/39,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Streptococcaceae__1300,g__Streptococcus__1301,s__Streptococcus mitis__28037,st__Streptococcus mitis 21/39__1415765,0.999863641347591,
SRR5936079,28037,species,0.0011,Streptococcus mitis,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Streptococcaceae__1300,g__Streptococcus__1301,s__Streptococcus mitis__28037,0.995969219494219,,
SRR5936079,1579343,species,0.0003,Streptococcus sp. 263_SSPC,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Streptococcaceae__1300,g__Streptococcus__1301,n__unclassified Streptococcus__2608887,s__Streptococcus sp. 263_SSPC__1579343,0.998900696225623,
SRR5936079,2608887,no rank,0.0003,unclassified Streptococcus,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Streptococcaceae__1300,g__Streptococcus__1301,n__unclassified Streptococcus__2608887,0.677537559545564,,
SRR5936079,1579,species,0.0001,Lactobacillus acidophilus,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Lactobacillaceae__33958,g__Lactobacillus__1578,s__Lactobacillus acidophilus__1579,0.981495053132917,,
SRR5936079,1578,genus,0.0001,Lactobacillus,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Lactobacillaceae__33958,g__Lactobacillus__1578,0.332172957127144,,,
SRR5936079,33958,family,0.0001,Lactobacillaceae,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Lactobacillaceae__33958,0.275742030047636,,,,
SRR5936079,871562,strain,0.0288,Bifidobacterium dentium ATCC 27679,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Bifidobacteriales__85004,f__Bifidobacteriaceae__31953,g__Bifidobacterium__1678,s__Bifidobacterium dentium__1689,st__Bifidobacterium dentium ATCC 27679__871562,0.99569468375756,
SRR5936079,1689,species,0.0288,Bifidobacterium dentium,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Bifidobacteriales__85004,f__Bifidobacteriaceae__31953,g__Bifidobacterium__1678,s__Bifidobacterium dentium__1689,0.995049861278233,,
SRR5936079,1678,genus,0.0365,Bifidobacterium,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Bifidobacteriales__85004,f__Bifidobacteriaceae__31953,g__Bifidobacterium__1678,0.741846830340719,,,
SRR5936079,31953,family,0.0365,Bifidobacteriaceae,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Bifidobacteriales__85004,f__Bifidobacteriaceae__31953,0.741846830340719,,,,
SRR5936079,85004,order,0.0365,Bifidobacteriales,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Bifidobacteriales__85004,0.741846830340719,,,,,
SRR5936079,1760,class,0.0368999999999999,Actinomycetes,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Actinomycetota__201174,c__Actinomycetes__1760,0.741645456376061,,,,,,
SRR5936079,201174,phylum,0.0368999999999999,Actinomycetota,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Actinomycetota__201174,0.66910956394278,,,,,,,
SRR5936079,883062,strain,0.0065,Bifidobacterium bifidum S17,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Bifidobacteriales__85004,f__Bifidobacteriaceae__31953,g__Bifidobacterium__1678,s__Bifidobacterium bifidum__1681,st__Bifidobacterium bifidum S17__883062,0.971051667277294,
SRR5936079,1681,species,0.0065,Bifidobacterium bifidum,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Bifidobacteriales__85004,f__Bifidobacteriaceae__31953,g__Bifidobacterium__1678,s__Bifidobacterium bifidum__1681,0.916086478563487,,
SRR5936079,537937,strain,0.001,Bifidobacterium longum subsp. infantis CCUG 52486,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Bifidobacteriales__85004,f__Bifidobacteriaceae__31953,g__Bifidobacterium__1678,s__Bifidobacterium longum__216816,sus__Bifidobacterium longum subsp. infantis__1682,st__Bifidobacterium longum subsp. infantis CCUG 52486__537937,0.976181751557249
SRR5936079,1682,subspecies,0.001,Bifidobacterium longum subsp. infantis,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Bifidobacteriales__85004,f__Bifidobacteriaceae__31953,g__Bifidobacterium__1678,s__Bifidobacterium longum__216816,sus__Bifidobacterium longum subsp. infantis__1682,0.968669842433029,
SRR5936079,216816,species,0.001,Bifidobacterium longum,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Bifidobacteriales__85004,f__Bifidobacteriaceae__31953,g__Bifidobacterium__1678,s__Bifidobacterium longum__216816,0.483693660681539,,
SRR5936079,566552,strain,0.0002,Bifidobacterium catenulatum DSM 16992 = JCM 1194 = LMG 11043,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Bifidobacteriales__85004,f__Bifidobacteriaceae__31953,g__Bifidobacterium__1678,s__Bifidobacterium catenulatum__1686,st__Bifidobacterium catenulatum DSM 16992 = JCM 1194 = LMG 11043__566552,0.829058263099959,
SRR5936079,1686,species,0.0002,Bifidobacterium catenulatum,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Bifidobacteriales__85004,f__Bifidobacteriaceae__31953,g__Bifidobacterium__1678,s__Bifidobacterium catenulatum__1686,0.711249541956699,,
SRR5936079,32207,genus,0.0004,Rothia,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Micrococcales__85006,f__Micrococcaceae__1268,g__Rothia__32207,0.967020886771615,,,
SRR5936079,1268,family,0.0004,Micrococcaceae,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Micrococcales__85006,f__Micrococcaceae__1268,0.966654452180189,,,,
SRR5936079,85006,order,0.0004,Micrococcales,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Micrococcales__85006,0.965005496518775,,,,,
SRR5936079,562,species,0.1259,Escherichia coli,n__cellular organisms__131567,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Enterobacterales__91347,f__Enterobacteriaceae__543,g__Escherichia__561,s__Escherichia coli__562,0.963358354889991,,,
SRR5936079,561,genus,0.1259,Escherichia,n__cellular organisms__131567,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Enterobacterales__91347,f__Enterobacteriaceae__543,g__Escherichia__561,0.963358354889991,,,,
SRR5936079,543,family,0.1458,Enterobacteriaceae,n__cellular organisms__131567,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Enterobacterales__91347,f__Enterobacteriaceae__543,0.93942962560484,,,,,
SRR5936079,91347,order,0.1699,Enterobacterales,n__cellular organisms__131567,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Enterobacterales__91347,0.948775735068329,,,,,,
SRR5936079,1236,class,0.1699,Gammaproteobacteria,n__cellular organisms__131567,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,0.945085029302904,,,,,,,
SRR5936079,1224,phylum,0.1699,Pseudomonadota,n__cellular organisms__131567,sk__Bacteria__2,p__Pseudomonadota__1224,0.941644609365175,,,,,,,,
SRR5936079,1455605,strain,0.0199,Klebsiella pneumoniae 7699,n__cellular organisms__131567,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Enterobacterales__91347,f__Enterobacteriaceae__543,n__Klebsiella/Raoultella group__2890311,g__Klebsiella__570,s__Klebsiella pneumoniae__573,st__Klebsiella pneumoniae 7699__1455605,0.999647352663167,
SRR5936079,573,species,0.0199,Klebsiella pneumoniae,n__cellular organisms__131567,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Enterobacterales__91347,f__Enterobacteriaceae__543,n__Klebsiella/Raoultella group__2890311,g__Klebsiella__570,s__Klebsiella pneumoniae__573,0.982044705020055,,
SRR5936079,570,genus,0.0199,Klebsiella,n__cellular organisms__131567,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Enterobacterales__91347,f__Enterobacteriaceae__543,n__Klebsiella/Raoultella group__2890311,g__Klebsiella__570,0.961890802491659,,,
SRR5936079,2890311,no rank,0.0199,Klebsiella/Raoultella group,n__cellular organisms__131567,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Enterobacterales__91347,f__Enterobacteriaceae__543,n__Klebsiella/Raoultella group__2890311,0.961524367900234,,,,
SRR5936079,471881,strain,0.0163,Proteus penneri ATCC 35198,n__cellular organisms__131567,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Enterobacterales__91347,f__Morganellaceae__1903414,g__Proteus__583,s__Proteus penneri__102862,st__Proteus penneri ATCC 35198__471881,1,,
SRR5936079,102862,species,0.0163,Proteus penneri,n__cellular organisms__131567,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Enterobacterales__91347,f__Morganellaceae__1903414,g__Proteus__583,s__Proteus penneri__102862,1,,,
SRR5936079,583,genus,0.024,Proteus,n__cellular organisms__131567,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Enterobacterales__91347,f__Morganellaceae__1903414,g__Proteus__583,0.998399014062366,,,,
SRR5936079,1903414,family,0.0241,Morganellaceae,n__cellular organisms__131567,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Enterobacterales__91347,f__Morganellaceae__1903414,0.998401891670277,,,,,
SRR5936079,2050968,species,0.0077,Proteus sp. TJ1640,n__cellular organisms__131567,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Enterobacterales__91347,f__Morganellaceae__1903414,g__Proteus__583,n__unclassified Proteus__257482,s__Proteus sp. TJ1640__2050968,1,,
SRR5936079,257482,no rank,0.0077,unclassified Proteus,n__cellular organisms__131567,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Enterobacterales__91347,f__Morganellaceae__1903414,g__Proteus__583,n__unclassified Proteus__257482,0.998750883188244,,,
SRR5936079,586,genus,0.0001,Providencia,n__cellular organisms__131567,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Enterobacterales__91347,f__Morganellaceae__1903414,g__Providencia__586,0.998900696225623,,,,
SRR5936079,28125,species,0.0003,Prevotella bivia,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Prevotellaceae__171552,g__Prevotella__838,s__Prevotella bivia__28125,0.978746793697227,
SRR5936079,838,genus,0.0006,Prevotella,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Prevotellaceae__171552,g__Prevotella__838,0.700989373396789,,
SRR5936079,171552,family,0.001,Prevotellaceae,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Prevotellaceae__171552,0.534444851593954,,,
SRR5936079,171549,order,0.001,Bacteroidales,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,0.0223525100769512,,,,
SRR5936079,200643,class,0.001,Bacteroidia,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,p__Bacteroidota__976,c__Bacteroidia__200643,0.0223525100769512,,,,,
